Title,Price,Release Date,Tags,Description,Reviews,URL,Preprocessed_Description,Preprocessed_Title,Cleaned_Description,Tokenized_Description
Dark and Darker,Free,"7 Jun, 2024","['Early Access', 'Dungeon Crawler', 'Multiplayer', 'Loot', 'Medieval', 'PvP', 'RPG', 'Battle Royale', 'Online Co-Op', 'PvE', 'First-Person', 'Extraction Shooter', 'Survival', 'Fantasy', 'Class-Based', 'Magic', 'Exploration', 'Swordplay', 'Team-Based', 'Dark']","An unforgiving hardcore fantasy FPS dungeon PvPvE adventure. Band together with your friends and use your courage, wits, and cunning to uncover mythical treasures, defeat gruesome monsters, while staying one step ahead of the other devious treasure-hunters.","- 61% of the 2,310 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2016590/Dark_and_Darker/?snr=1_7_7_7000_150_6,An unforgiving hardcore fantasy FPS dungeon PvPvE adventure Band together with your friends and use your courage wits and cunning to uncover mythical treasures defeat gruesome monsters while staying one step ahead of the other devious treasurehunters,Dark and Darker,unforgiving hardcore fantasy fps dungeon pvpve adventure band together friend use courage wit cunning uncover mythical treasure defeat gruesome monster staying one step ahead devious treasurehunters,"['unforgiving', 'hardcore', 'fantasy', 'fps', 'dungeon', 'pvpve', 'adventure', 'band', 'together', 'friend', 'use', 'courage', 'wit', 'cunning', 'uncover', 'mythical', 'treasure', 'defeat', 'gruesome', 'monster', 'staying', 'one', 'step', 'ahead', 'devious', 'treasurehunters']"
Storage Hunter Simulator,Free,"10 Oct, 2024","['Early Access', 'Simulation', 'Management', 'Economy', 'Immersive Sim', 'Singleplayer', 'Trading', 'Loot', 'First-Person', 'Relaxing', 'Resource Management', 'Driving', 'Capitalism', 'Sandbox', '3D', 'Realistic', 'America', 'Casual', 'Survival', 'Inventory Management']","Play as one of the bidders for abandoned warehouses and uncover hidden treasures! Storage Hunter is a garage auction simulation game. Bid, win, and sell for profit! Become the king of storage auction.",- 77% of the 276 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1442430/Storage_Hunter_Simulator/?snr=1_7_7_7000_150_6,Play as one of the bidders for abandoned warehouses and uncover hidden treasures Storage Hunter is a garage auction simulation  Bid win and sell for profit Become the king of storage auction,Storage Hunter Simulator,play one bidder abandoned warehouse uncover hidden treasure storage hunter garage auction simulation bid win sell profit become king storage auction,"['play', 'one', 'bidder', 'abandoned', 'warehouse', 'uncover', 'hidden', 'treasure', 'storage', 'hunter', 'garage', 'auction', 'simulation', 'bid', 'win', 'sell', 'profit', 'become', 'king', 'storage', 'auction']"
Buckshot Roulette,Free,"4 Apr, 2024","['Multiplayer', 'Dark', 'Gambling', 'Horror', 'First-Person', 'Strategy', 'Singleplayer', 'Indie', '3D', 'Psychological', 'Puzzle', 'Experimental', 'Action', 'Blood', 'Psychological Horror', 'Roguelike', 'Simulation', 'Surreal', 'FPS', 'Roguelite']",Play Russian roulette with a 12-gauge shotgun. Four enter. One leaves. Roll the dice with your life. Good luck!,"- 94% of the 4,641 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2835570/Buckshot_Roulette/?snr=1_7_7_7000_150_6,Play Russian roulette with a 12gauge shotgun Four enter One leaves Roll the dice with your life Good luck,Buckshot Roulette,play russian roulette 12gauge shotgun four enter one leaf roll dice life good luck,"['play', 'russian', 'roulette', '12gauge', 'shotgun', 'four', 'enter', 'one', 'leaf', 'roll', 'dice', 'life', 'good', 'luck']"
None Shall Intrude,Free,"21 Jan, 2025","['Strategy', 'Card Game', 'Card Battler', 'Roguelite', '2D', 'Fantasy', 'Hand-drawn', 'Medieval', 'Deckbuilding', 'Turn-Based Combat', 'Dragons', 'Singleplayer', 'Tactical', 'Indie', 'Villain Protagonist']","Venture into None Shall Intrude, a roguelite deck-builder with tile-based combat where you become a powerful Raid Boss. Epic battles, intricate strategies, and the ever-present threat of heroic challengers seeking to vanquish your reign. Will you conquer all or fall to valiant heroes?",- 75% of the 122 user reviews for this game are positive.,https://store.steampowered.com/app/2518630/None_Shall_Intrude/?snr=1_7_7_7000_150_6,Venture into None Shall Intrude a roguelite deckbuilder with tilebased combat where you become a powerful Raid Boss Epic battles intricate strategies and the everpresent threat of heroic challengers seeking to vanquish your reign Will you conquer all or fall to valiant heroes,None Shall Intrude,venture none shall intrude roguelite deckbuilder tilebased combat become powerful raid bos epic battle intricate strategy everpresent threat heroic challenger seeking vanquish reign conquer fall valiant hero,"['venture', 'none', 'shall', 'intrude', 'roguelite', 'deckbuilder', 'tilebased', 'combat', 'become', 'powerful', 'raid', 'bos', 'epic', 'battle', 'intricate', 'strategy', 'everpresent', 'threat', 'heroic', 'challenger', 'seeking', 'vanquish', 'reign', 'conquer', 'fall', 'valiant', 'hero']"
DREDGE,Free,"30 Mar, 2023","['Exploration', 'Fishing', 'Lovecraftian', 'Adventure', 'Open World', 'Mystery', 'Inventory Management', 'Atmospheric', 'RPG', 'Psychological Horror', 'Simulation', 'Horror', 'Singleplayer', 'Stylized', 'Survival Horror', 'Psychological', 'Story Rich', 'Sailing', 'Indie', '3D']","DREDGE is a single-player fishing adventure with a sinister undercurrent. Sell your catch, upgrade your boat, and dredge the depths for long-buried secrets. Explore a mysterious archipelago and discover why some things are best left forgotten.","- 95% of the 1,255 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1562430/DREDGE/?snr=1_7_7_7000_150_6,DREDGE is a singleplayer fishing adventure with a sinister undercurrent Sell your catch upgrade your boat and dredge the depths for longburied secrets Explore a mysterious archipelago and discover why some things are best left forgotten,DREDGE,dredge singleplayer fishing adventure sinister undercurrent sell catch upgrade boat dredge depth longburied secret explore mysterious archipelago discover thing best left forgotten,"['dredge', 'singleplayer', 'fishing', 'adventure', 'sinister', 'undercurrent', 'sell', 'catch', 'upgrade', 'boat', 'dredge', 'depth', 'longburied', 'secret', 'explore', 'mysterious', 'archipelago', 'discover', 'thing', 'best', 'left', 'forgotten']"
Lonely Mountains: Snow Riders,Free,"21 Jan, 2025","['Sports', 'Skiing', 'Multiplayer', 'Racing', 'Online Co-Op', 'Singleplayer', 'PvP', 'PvE', 'Nature', 'Exploration', 'Arcade', 'Family Friendly', 'Snow', 'Stylized', 'Character Customization', 'Relaxing', 'Controller', '3D', 'Physics', 'Old School']","Crash over and over until you master the mountain in the snowy followup to Lonely Mountains: Downhill. Now also including 2-8 person crossplatform multiplayer - work your way down as a group the slopes sharing a small number of checkpoints, or risk it all in a breakneck race to the base!",- 96% of the 115 user reviews for this game are positive.,https://store.steampowered.com/app/2545360/Lonely_Mountains_Snow_Riders/?snr=1_7_7_7000_150_6,Crash over and over until you master the mountain in the snowy followup to Lonely Mountains Downhill Now also including 28 person crossplatform multiplayer  work your way down as a group the slopes sharing a small number of checkpoints or risk it all in a breakneck race to the base,Lonely Mountains Snow Riders,crash master mountain snowy followup lonely mountain downhill also including 28 person crossplatform multiplayer work way group slope sharing small number checkpoint risk breakneck race base,"['crash', 'master', 'mountain', 'snowy', 'followup', 'lonely', 'mountain', 'downhill', 'also', 'including', '28', 'person', 'crossplatform', 'multiplayer', 'work', 'way', 'group', 'slope', 'sharing', 'small', 'number', 'checkpoint', 'risk', 'breakneck', 'race', 'base']"
Turbo Dismount® 2,Free,"23 Jan, 2025","['Early Access', 'Action', 'Racing', 'Simulation', 'Funny', 'Destruction', 'Sandbox', 'Puzzle', '3D', 'Colorful', 'Stylized', 'Cinematic', 'Comedy', 'Dark Humor', 'Family Friendly', 'Third Person', 'First-Person', 'Memes', 'Character Customization', 'Physics']","Turbo Dismount 2 is a comedy physics racing sandbox with Mr. Dismount and his friends. It is the officially ambitious sequel to the wildly popular, immensely successful, world-renowned entertainment juggernaut - Turbo Dismount.",- 95% of the 42 user reviews for this game are positive.,https://store.steampowered.com/app/2280350/Turbo_Dismount_2/?snr=1_7_7_7000_150_6,Turbo Dismount 2 is a comedy physics racing sandbox with Mr Dismount and his friends It is the officially ambitious sequel to the wildly popular immensely successful worldrenowned entertainment juggernaut  Turbo Dismount,Turbo Dismount 2,turbo dismount 2 comedy physic racing sandbox mr dismount friend officially ambitious sequel wildly popular immensely successful worldrenowned entertainment juggernaut turbo dismount,"['turbo', 'dismount', '2', 'comedy', 'physic', 'racing', 'sandbox', 'mr', 'dismount', 'friend', 'officially', 'ambitious', 'sequel', 'wildly', 'popular', 'immensely', 'successful', 'worldrenowned', 'entertainment', 'juggernaut', 'turbo', 'dismount']"
Left 4 Dead 2,Free,"16 Nov, 2009","['Zombies', 'Co-op', 'FPS', 'Multiplayer', 'Shooter', 'Online Co-Op', 'Action', 'Survival', 'Horror', 'First-Person', 'Gore', 'Team-Based', 'Moddable', 'Survival Horror', 'Post-apocalyptic', 'Singleplayer', 'Adventure', 'Local Co-Op', 'Replay Value', 'Tactical']","Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.","- 97% of the 8,932 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/550/Left_4_Dead_2/?snr=1_7_7_7000_150_6,Set in the zombie apocalypse Left 4 Dead 2 L4D2 is the highly anticipated sequel to the awardwinning Left 4 Dead the 1 coop  of 2008 This cooperative action horror FPS takes you and your friends through the cities swamps and cemeteries of the Deep South from Savannah to New Orleans across five expansive campaigns,Left 4 Dead 2,set zombie apocalypse left 4 dead 2 l4d2 highly anticipated sequel awardwinning left 4 dead 1 coop 2008 cooperative action horror fps take friend city swamp cemetery deep south savannah new orleans across five expansive campaign,"['set', 'zombie', 'apocalypse', 'left', '4', 'dead', '2', 'l4d2', 'highly', 'anticipated', 'sequel', 'awardwinning', 'left', '4', 'dead', '1', 'coop', '2008', 'cooperative', 'action', 'horror', 'fps', 'take', 'friend', 'city', 'swamp', 'cemetery', 'deep', 'south', 'savannah', 'new', 'orleans', 'across', 'five', 'expansive', 'campaign']"
DRAGON BALL: Sparking! ZERO HERO OF JUSTICE Pack,Free,"23 Jan, 2025","['Anime', 'Action', 'Multiplayer', '3D Fighter', 'Local Multiplayer', 'Fighting', 'PvP', 'Combat', 'Martial Arts', 'Singleplayer', 'Competitive', '3D', 'Physics', 'Third Person', '2.5D', 'Co-op', 'PvE', 'Action-Adventure', 'Open World', 'Spectacle fighter']",N/A,- Need more user reviews to generate a score,https://store.steampowered.com/app/3310650/DRAGON_BALL_Sparking_ZERO_HERO_OF_JUSTICE_Pack/?snr=1_7_7_7000_150_6,NA,DRAGON BALL Sparking ZERO HERO OF JUSTICE Pack,na,['na']
Phantasy Star Online 2 New Genesis,Free,"5 Aug, 2020","['Free to Play', 'MMORPG', 'Anime', 'Character Customization', 'Multiplayer', 'RPG', 'Action', 'Online Co-Op', 'JRPG', 'Massively Multiplayer', 'Sci-fi', 'Action RPG', 'Fantasy', 'Open World', 'Mechs', 'Co-op', 'Nudity', 'Cute', 'Great Soundtrack', 'Sexual Content']",Phantasy Star Online 2 New Genesis is a free-to-play action MMO. Join players around the world to explore the planet Halpha and fight in epic battles as ARKS Defenders! Unleash your imagination with our ultimate character creation experience and creative spaces to create your own phantasy.,- 61% of the 99 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1056640/Phantasy_Star_Online_2_New_Genesis/?snr=1_7_7_7000_150_6,Phantasy Star Online 2 New Genesis is a freetoplay action MMO Join players around the world to explore the planet Halpha and fight in epic battles as ARKS Defenders Unleash your imagination with our ultimate character creation experience and creative spaces to create your own phantasy,Phantasy Star Online 2 New Genesis,phantasy star online 2 new genesis freetoplay action mmo join player around world explore planet halpha fight epic battle ark defender unleash imagination ultimate character creation experience creative space create phantasy,"['phantasy', 'star', 'online', '2', 'new', 'genesis', 'freetoplay', 'action', 'mmo', 'join', 'player', 'around', 'world', 'explore', 'planet', 'halpha', 'fight', 'epic', 'battle', 'ark', 'defender', 'unleash', 'imagination', 'ultimate', 'character', 'creation', 'experience', 'creative', 'space', 'create', 'phantasy']"
Watch_Dogs® 2,Free,"28 Nov, 2016","['Open World', 'Hacking', 'Illuminati', 'Multiplayer', 'Parkour', 'Action', 'Stealth', 'Third Person', 'Shooter', 'Crime', 'Singleplayer', 'Third-Person Shooter', 'Adventure', 'Co-op', 'Mature', 'Atmospheric', 'Story Rich', 'Sandbox', 'Funny', 'FPS']","Welcome to San Francisco. Play as Marcus, a brilliant young hacker, and join the most notorious hacker group, DedSec. Your objective: execute the biggest hack of history.",- 84% of the 825 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/447040/Watch_Dogs_2/?snr=1_7_7_7000_150_6,Welcome to San Francisco Play as Marcus a brilliant young hacker and join the most notorious hacker group DedSec Your objective execute the biggest hack of history,Watch Dogs 2,welcome san francisco play marcus brilliant young hacker join notorious hacker group dedsec objective execute biggest hack history,"['welcome', 'san', 'francisco', 'play', 'marcus', 'brilliant', 'young', 'hacker', 'join', 'notorious', 'hacker', 'group', 'dedsec', 'objective', 'execute', 'biggest', 'hack', 'history']"
Bloons TD 6,Free,"17 Dec, 2018","['Tower Defense', 'Strategy', 'Multiplayer', 'Singleplayer', 'Online Co-Op', 'Co-op', 'Family Friendly', 'Casual', '3D', 'Cartoony', 'Sandbox', '2D', 'Great Soundtrack', 'Difficult', 'Touch-Friendly', 'Funny', 'Cute', 'Addictive', 'Survival', 'Action']",The Bloons are back and better than ever! Get ready for a massive 3D tower defense game designed to give you hours and hours of the best strategy gaming available.,"- 96% of the 3,202 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/960090/Bloons_TD_6/?snr=1_7_7_7000_150_6,The Bloons are back and better than ever Get ready for a massive 3D tower defense  designed to give you hours and hours of the best strategy gaming available,Bloons TD 6,bloons back better ever get ready massive 3d tower defense designed give hour hour best strategy gaming available,"['bloons', 'back', 'better', 'ever', 'get', 'ready', 'massive', '3d', 'tower', 'defense', 'designed', 'give', 'hour', 'hour', 'best', 'strategy', 'gaming', 'available']"
Echo Point Nova,Free,"24 Sep, 2024","['FPS', 'Shooter', 'Online Co-Op', 'Exploration', 'Arena Shooter', 'Action', 'First-Person', '3D', 'Adventure', 'Stylized', 'Voxel', 'Destruction', 'Atmospheric', 'Parkour', 'Co-op', 'Fantasy', 'Old School', 'Co-op Campaign', 'Relaxing', 'Retro']",Echo Point Nova is an open-world FPS that offers unparalleled freedom and thrilling speed. Designed for both singleplayer and coop. From the creators of Severed Steel.,- 97% of the 570 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1836730/Echo_Point_Nova/?snr=1_7_7_7000_150_6,Echo Point Nova is an openworld FPS that offers unparalleled freedom and thrilling speed Designed for both singleplayer and coop From the creators of Severed Steel,Echo Point Nova,echo point nova openworld fps offer unparalleled freedom thrilling speed designed singleplayer coop creator severed steel,"['echo', 'point', 'nova', 'openworld', 'fps', 'offer', 'unparalleled', 'freedom', 'thrilling', 'speed', 'designed', 'singleplayer', 'coop', 'creator', 'severed', 'steel']"
Hogwarts Legacy,Free,"10 Feb, 2023","['Magic', 'Fantasy', 'Open World', 'Singleplayer', 'Adventure', 'RPG', 'Character Customization', 'Exploration', 'Story Rich', 'Third Person', 'Action-Adventure', 'Atmospheric', 'Action RPG', 'Action', 'Combat', 'Choices Matter', 'Puzzle', 'Great Soundtrack', 'Dark', 'Family Friendly']","Hogwarts Legacy is an immersive, open-world action RPG. Now you can take control of the action and be at the center of your own adventure in the wizarding world.","- 88% of the 5,755 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/990080/Hogwarts_Legacy/?snr=1_7_7_7000_150_6,Hogwarts Legacy is an immersive openworld action RPG Now you can take control of the action and be at the center of your own adventure in the wizarding world,Hogwarts Legacy,hogwarts legacy immersive openworld action rpg take control action center adventure wizarding world,"['hogwarts', 'legacy', 'immersive', 'openworld', 'action', 'rpg', 'take', 'control', 'action', 'center', 'adventure', 'wizarding', 'world']"
Fallout 4,Free,"9 Nov, 2015","['Open World', 'Post-apocalyptic', 'Singleplayer', 'Exploration', 'RPG', 'Adventure', 'Atmospheric', 'Shooter', 'First-Person', 'Story Rich', 'Action', 'Sci-fi', 'FPS', 'Action RPG', 'Sandbox', 'Great Soundtrack', 'Third Person', 'Survival', 'Third-Person Shooter', 'Character Customization']","Bethesda Game Studios, the award-winning creators of Fallout 3 and The Elder Scrolls V: Skyrim, welcome you to the world of Fallout 4 – their most ambitious game ever, and the next generation of open-world gaming.","- 88% of the 1,981 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/377160/Fallout_4/?snr=1_7_7_7000_150_6,Bethesda  Studios the awardwinning creators of Fallout 3 and The Elder Scrolls V Skyrim welcome you to the world of Fallout 4  their most ambitious  ever and the next generation of openworld gaming,Fallout 4,bethesda studio awardwinning creator fallout 3 elder scroll v skyrim welcome world fallout 4 ambitious ever next generation openworld gaming,"['bethesda', 'studio', 'awardwinning', 'creator', 'fallout', '3', 'elder', 'scroll', 'v', 'skyrim', 'welcome', 'world', 'fallout', '4', 'ambitious', 'ever', 'next', 'generation', 'openworld', 'gaming']"
Tabletop Simulator,Free,"5 Jun, 2015","['Tabletop', 'Board Game', 'Simulation', 'Multiplayer', 'Sandbox', 'Card Game', 'VR', 'Trading Card Game', 'Physics', 'Moddable', '3D', 'Casual', 'Online Co-Op', 'Strategy', 'Wargame', 'Co-op', 'RPG', 'Funny', 'First-Person', 'Indie']","Tabletop Simulator is the only simulator where you can let your aggression out by flipping the table! There are no rules to follow: just you, a physics sandbox, and your friends. Make your own online board games or play the thousands of community created mods. Unlimited gaming possibilities!","- 95% of the 411 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/286160/Tabletop_Simulator/?snr=1_7_7_7000_150_6,Tabletop Simulator is the only simulator where you can let your aggression out by flipping the table There are no rules to follow just you a physics sandbox and your friends Make your own online board games or play the thousands of community created mods Unlimited gaming possibilities,Tabletop Simulator,tabletop simulator simulator let aggression flipping table rule follow physic sandbox friend make online board game play thousand community created mod unlimited gaming possibility,"['tabletop', 'simulator', 'simulator', 'let', 'aggression', 'flipping', 'table', 'rule', 'follow', 'physic', 'sandbox', 'friend', 'make', 'online', 'board', 'game', 'play', 'thousand', 'community', 'created', 'mod', 'unlimited', 'gaming', 'possibility']"
Steel Division 2,Free,"20 Jun, 2019","['Strategy', 'RTS', 'World War II', 'Military', 'War', 'Singleplayer', 'Simulation', 'Tactical', 'Historical', 'Multiplayer', 'Indie', 'Realistic', 'Grand Strategy', 'Wargame', 'Co-op', 'Real-Time with Pause', 'Turn-Based Strategy', 'Sandbox', 'Replay Value', 'Moddable']",Steel Division 2 is a historically-accurate WW2 real-time strategy game set on the Eastern Front. Features 1:1-scale turn-based army management and real-time tactical battles with thousands of men at your order.,- 79% of the 73 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/919640/Steel_Division_2/?snr=1_7_7_7000_150_6,Steel Division 2 is a historicallyaccurate WW2 realtime strategy  set on the Eastern Front Features 11scale turnbased army management and realtime tactical battles with thousands of men at your order,Steel Division 2,steel division 2 historicallyaccurate ww2 realtime strategy set eastern front feature 11scale turnbased army management realtime tactical battle thousand men order,"['steel', 'division', '2', 'historicallyaccurate', 'ww2', 'realtime', 'strategy', 'set', 'eastern', 'front', 'feature', '11scale', 'turnbased', 'army', 'management', 'realtime', 'tactical', 'battle', 'thousand', 'men', 'order']"
Aotenjo: Infinite Hands,Free,"19 Jan, 2025","['Strategy', 'Roguelike Deckbuilder', 'Mahjong', 'Deckbuilding', 'Resource Management', 'Replay Value', 'Card Game', 'Choices Matter', 'Roguelike', 'Roguelite', '2D', 'Pixel Graphics', 'Management', 'Simulation', 'Singleplayer', 'Procedural Generation', 'Indie', 'Early Access', 'Casual']","The Mahjong Roguelike. Aotenjo: Infinite Hands is an deckbuilder where you will use Mahjong styles all over the world to beat innate threats, play different Patterns and combos, reach the ""bottom"" of Aotenjo, and discover ancient secrets....",- 93% of the 235 user reviews for this game are positive.,https://store.steampowered.com/app/3066570/Aotenjo_Infinite_Hands/?snr=1_7_7_7000_150_6,The Mahjong Roguelike Aotenjo Infinite Hands is an deckbuilder where you will use Mahjong styles all over the world to beat innate threats play different Patterns and combos reach the bottom of Aotenjo and discover ancient secrets,Aotenjo Infinite Hands,mahjong roguelike aotenjo infinite hand deckbuilder use mahjong style world beat innate threat play different pattern combo reach bottom aotenjo discover ancient secret,"['mahjong', 'roguelike', 'aotenjo', 'infinite', 'hand', 'deckbuilder', 'use', 'mahjong', 'style', 'world', 'beat', 'innate', 'threat', 'play', 'different', 'pattern', 'combo', 'reach', 'bottom', 'aotenjo', 'discover', 'ancient', 'secret']"
MechWarrior 5: Mercenaries,Free,"26 May, 2021","['Mechs', 'Simulation', 'FPS', 'Action', 'Shooter', 'Co-op', 'Vehicular Combat', 'First-Person', 'Moddable', 'Destruction', '3D', 'Singleplayer', 'Online Co-Op', 'Combat', 'Futuristic', 'Tutorial', 'Economy', 'Management', 'PvE', 'Resource Management']",The year is 3015. The battlefields are dominated by war machines known as BattleMechs. Level entire cities and decimate the enemy in your BattleMech. Follow a quest for glory and revenge. Manage an expanding mercenary company. Fight alongside your friends with a four-player PvE co-op.,- 89% of the 134 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/784080/MechWarrior_5_Mercenaries/?snr=1_7_7_7000_150_6,The year is 3015 The battlefields are dominated by war machines known as BattleMechs Level entire cities and decimate the enemy in your BattleMech Follow a quest for glory and revenge Manage an expanding mercenary company Fight alongside your friends with a fourplayer PvE coop,MechWarrior 5 Mercenaries,year 3015 battlefield dominated war machine known battlemechs level entire city decimate enemy battlemech follow quest glory revenge manage expanding mercenary company fight alongside friend fourplayer pve coop,"['year', '3015', 'battlefield', 'dominated', 'war', 'machine', 'known', 'battlemechs', 'level', 'entire', 'city', 'decimate', 'enemy', 'battlemech', 'follow', 'quest', 'glory', 'revenge', 'manage', 'expanding', 'mercenary', 'company', 'fight', 'alongside', 'friend', 'fourplayer', 'pve', 'coop']"
PAYDAY 3,Free,"21 Sep, 2023","['Heist', 'Co-op', 'Action', 'Crime', 'Multiplayer', 'FPS', 'Shooter', 'Tactical', 'Stealth', 'America', 'Online Co-Op', 'Dark Humor', 'First-Person', 'PvE', 'Gun Customization', 'RPG', 'Combat', '3D', 'Realistic', ""Shoot 'Em Up""]","PAYDAY 3 is the much anticipated sequel to one of the most popular co-op shooters ever. Since its release, PAYDAY-players have been reveling in the thrill of a perfectly planned and executed heist. That’s what makes PAYDAY a high-octane, co-op FPS experience without equal.",- 63% of the 494 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1272080/PAYDAY_3/?snr=1_7_7_7000_150_6,PAYDAY 3 is the much anticipated sequel to one of the most popular coop shooters ever Since its release PAYDAYplayers have been reveling in the thrill of a perfectly planned and executed heist Thats what makes PAYDAY a highoctane coop FPS experience without equal,PAYDAY 3,payday 3 much anticipated sequel one popular coop shooter ever since release paydayplayers reveling thrill perfectly planned executed heist thats make payday highoctane coop fps experience without equal,"['payday', '3', 'much', 'anticipated', 'sequel', 'one', 'popular', 'coop', 'shooter', 'ever', 'since', 'release', 'paydayplayers', 'reveling', 'thrill', 'perfectly', 'planned', 'executed', 'heist', 'thats', 'make', 'payday', 'highoctane', 'coop', 'fps', 'experience', 'without', 'equal']"
Resident Evil 4,Free,"24 Jan, 2019","['Horror', 'Action', 'Survival Horror', 'Third-Person Shooter', 'Singleplayer', 'Zombies', 'Story Rich', 'Survival', 'Cinematic', 'Dark', 'Remake', 'Realistic', 'Resource Management', 'Gore', 'Third Person', 'Adventure', 'Violent', 'Action-Adventure', 'Psychological Horror', '3D']","Survival is just the beginning. Six years have passed since the biological disaster in Raccoon City. Leon S. Kennedy, one of the survivors, tracks the president's kidnapped daughter to a secluded European village, where there is something terribly wrong with the locals.","- 97% of the 3,907 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2050650/Resident_Evil_4/?snr=1_7_7_7000_150_6,Survival is just the beginning Six years have passed since the biological disaster in Raccoon City Leon S Kennedy one of the survivors tracks the presidents kidnapped daughter to a secluded European village where there is something terribly wrong with the locals,Resident Evil 4,survival beginning six year passed since biological disaster raccoon city leon kennedy one survivor track president kidnapped daughter secluded european village something terribly wrong local,"['survival', 'beginning', 'six', 'year', 'passed', 'since', 'biological', 'disaster', 'raccoon', 'city', 'leon', 'kennedy', 'one', 'survivor', 'track', 'president', 'kidnapped', 'daughter', 'secluded', 'european', 'village', 'something', 'terribly', 'wrong', 'local']"
Planetary Annihilation: TITANS,Free,"18 Aug, 2015","['RTS', 'Strategy', 'Real Time Tactics', 'Multiplayer', 'Base Building', 'Singleplayer', 'War', 'Building', 'Sci-fi', 'Online Co-Op', 'PvP', 'Co-op', 'Robots', 'Space', 'Grand Strategy', 'Destruction', 'Mechs', 'Indie', 'Futuristic', 'Simulation']","Wage war across entire solar systems with massive armies at your command. Annihilate enemy forces with world-shattering TITAN-class units, and demolish planets with massive super weapons!",- 80% of the 60 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/386070/Planetary_Annihilation_TITANS/?snr=1_7_7_7000_150_6,Wage war across entire solar systems with massive armies at your command Annihilate enemy forces with worldshattering TITANclass units and demolish planets with massive super weapons,Planetary Annihilation TITANS,wage war across entire solar system massive army command annihilate enemy force worldshattering titanclass unit demolish planet massive super weapon,"['wage', 'war', 'across', 'entire', 'solar', 'system', 'massive', 'army', 'command', 'annihilate', 'enemy', 'force', 'worldshattering', 'titanclass', 'unit', 'demolish', 'planet', 'massive', 'super', 'weapon']"
Monster Hunter: World,Free,"9 Aug, 2018","['Co-op', 'Multiplayer', 'Action', 'Open World', 'RPG', 'Character Customization', 'Third Person', 'Adventure', 'Fantasy', 'Difficult', 'Action RPG', 'Singleplayer', 'Exploration', 'Great Soundtrack', 'Replay Value', 'Atmospheric', 'Hack and Slash', 'JRPG', 'MMORPG', 'Souls-like']","Welcome to a new world! In Monster Hunter: World, the latest installment in the series, you can enjoy the ultimate hunting experience, using everything at your disposal to hunt monsters in a new world teeming with surprises and excitement.","- 92% of the 2,477 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/582010/Monster_Hunter_World/?snr=1_7_7_7000_150_6,Welcome to a new world In Monster Hunter World the latest installment in the series you can enjoy the ultimate hunting experience using everything at your disposal to hunt monsters in a new world teeming with surprises and excitement,Monster Hunter World,welcome new world monster hunter world latest installment series enjoy ultimate hunting experience using everything disposal hunt monster new world teeming surprise excitement,"['welcome', 'new', 'world', 'monster', 'hunter', 'world', 'latest', 'installment', 'series', 'enjoy', 'ultimate', 'hunting', 'experience', 'using', 'everything', 'disposal', 'hunt', 'monster', 'new', 'world', 'teeming', 'surprise', 'excitement']"
